"Expert","Biodiversity","Estimate","Counterfactual","Action","Rating","Comments"
7,"Freshwater
Fish
Large predators","BEST GUESS",NA,NA,NA,NA
7,"Freshwater
Fish
Small-medium predators","LOWEST",NA,NA,"3",NA
7,"Freshwater
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
7,"Freshwater
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
7,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","70","80","5","Project implementation will likely lincrease the persistence of this functional group in the study area due to lowered disturbance."
7,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","90","100",NA,NA
7,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","80","100",NA,NA
7,"Freshwater
Reptiles and amphibians
Frogs","LOWEST","70","80","5","Project implementation will likely lincrease the persistence of this functional group in the study area due to reduced disturbance and sedimentation."
7,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST","90","100",NA,NA
7,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","80","100",NA,NA
7,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST","70","80","5","A reduction in OHV disturbance, particularly reduced sedimentation, will likely increase the persistence of these species in the study area."
7,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","90","100",NA,NA
7,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","80","100",NA,NA
7,"Freshwater
Birds
Carnivore","LOWEST","50","80","7","Noise and creek disturbance (i.e. sedimentation) from OHVs lowers the persistence of these species in the project area therefore project implementation would increase the persistence of this functional group."
7,"Freshwater
Birds
Carnivore","HIGHEST","75","100",NA,NA
7,"Freshwater
Birds
Carnivore","BEST GUESS","60","100",NA,NA
7,"Freshwater
Birds
Omnivore","LOWEST","40","60","7","This functional group is sensitive to constant disturbance caused by OHV vehicles and vegetation disturbance but likely occur in low abundance in the study area because they occur mostly in slow moving water or wetlands. These species will benefit from educed disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Freshwater
Birds
Omnivore","HIGHEST","60","80",NA,NA
7,"Freshwater
Birds
Omnivore","BEST GUESS","50","70",NA,NA
7,"Freshwater
Birds
Insectivore/invertivore","LOWEST","40","80","7","Project implementation  will likely benefit this functional group particularly reduction in OHV disturbance but they can likely persist regardless of project implementation. Note that it's not clear what species are being included in this functional group compared to the wetland functional group."
7,"Freshwater
Birds
Insectivore/invertivore","HIGHEST","70","100",NA,NA
7,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS","60","90",NA,NA
7,"Freshwater
Birds
Herbivore/granivore","LOWEST","10","10","7","Low likelihood that herbivorous/granivorous species will use Mackenzie Creek to a great extent in the counterfactual situation and with the action since most of these species utilize slow moving or lentic systems for breeding and during migration."
7,"Freshwater
Birds
Herbivore/granivore","HIGHEST","30","30",NA,NA
7,"Freshwater
Birds
Herbivore/granivore","BEST GUESS","20","20",NA,NA
7,"Freshwater
Mammals
Carnivore, omnivore","LOWEST","60","80","7","These species may be sensitive to over-use of the OHV trail due to disturbance and reduced food availability. Project implementation will likely increase the probability of persistence of these species."
7,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST","100","100",NA,NA
7,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","90","100",NA,NA
7,"Freshwater
Mammals
Herbivore","LOWEST","60","80","7","OHV use likely increases disturbance to these species reducing their use of the creek and associated riparian vegetation. Site reclamation and reduced disturbance will minimize disturbance and increase the potential food availability (riparian vegetation) for these species."
7,"Freshwater
Mammals
Herbivore","HIGHEST","90","100",NA,NA
7,"Freshwater
Mammals
Herbivore","BEST GUESS","80","100",NA,NA
7,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,"3",NA
7,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
7,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
7,"Freshwater
Vascular plants
Woody","LOWEST","70","90","3","OHV use likely increases disturbance to these species reducing their abundance in the creek but not eliminating it . Site reclamation and reduced disturbance from OHVs will minimize disturbance and increase occupancy of these species."
7,"Freshwater
Vascular plants
Woody","HIGHEST","100","100",NA,NA
7,"Freshwater
Vascular plants
Woody","BEST GUESS","90","100",NA,NA
7,"Wetland
Fish
Large predators","LOWEST",NA,NA,"3",NA
7,"Wetland
Fish
Large predators","HIGHEST",NA,NA,NA,NA
7,"Wetland
Fish
Large predators","BEST GUESS",NA,NA,NA,NA
7,"Wetland
Fish
Small-medium predators","LOWEST",NA,NA,"5",NA
7,"Wetland
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
7,"Wetland
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
7,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","60","80","5","A reduction in OHV disturbance will likely increase persistence of these species in the study area."
7,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","90","100",NA,NA
7,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","80","100",NA,NA
7,"Wetland
Reptiles and amphibians
Frogs","LOWEST","60","80","5","A reduction in OHV disturbance, particularly reduced sedimentation and traffic, will likely increase the persistence of these species."
7,"Wetland
Reptiles and amphibians
Frogs","HIGHEST","90","100",NA,NA
7,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS","80","100",NA,NA
7,"Wetland
Reptiles and amphibians
Salamanders","LOWEST","60","80","5","A reduction in OHV disturbance, particularly reduced sedimentation and traffic, will likely increase the persistence of these species."
7,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST","90","100",NA,NA
7,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","80","100",NA,NA
7,"Wetland
Birds
Carnivore","LOWEST","60","70","7","These species may be sensitive to use of the OHV trail in the project area due to disturbance and reduced food availability. Project implementation will likely increase the probability of persistence of these species. These species likely occur in low abundance in the study area."
7,"Wetland
Birds
Carnivore","HIGHEST","80","100",NA,NA
7,"Wetland
Birds
Carnivore","BEST GUESS","70","90",NA,NA
7,"Wetland
Birds
Omnivore","LOWEST","60","90","7","Species are sensitive to noise and vegetation disturbance caused by OHV vehicles but likely occur in low abundance in the study area because they occur mostly in slow moving water or wetlands. These species will benefit from educed disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Wetland
Birds
Omnivore","HIGHEST","90","100",NA,NA
7,"Wetland
Birds
Omnivore","BEST GUESS","75","100",NA,NA
7,"Wetland
Birds
Insectivore/invertivore","LOWEST","70","90","7","Species are sensitive to constant disturbance caused by OHV vehicles and vegetation disturbance. These species will benefit from educed disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Wetland
Birds
Insectivore/invertivore","HIGHEST","100","100",NA,NA
7,"Wetland
Birds
Insectivore/invertivore","BEST GUESS","80","100",NA,NA
7,"Wetland
Birds
Herbivore/granivore","LOWEST","40","60","7","A reduction in OHV traffic and noise disturbance with project implementation will increase the persistence of these species in the study area. Note that very few bird species are true/obligate granivores during the breeding season including the species provided as examples."
7,"Wetland
Birds
Herbivore/granivore","HIGHEST","60","80",NA,NA
7,"Wetland
Birds
Herbivore/granivore","BEST GUESS","50","70",NA,NA
7,"Wetland
Mammals
Carnivore, omnivore","LOWEST","60","80","7","These species may be sensitive to over-use of the OHV trail due to disturbance and reduced food availability but will likely persist in the counterfactual scenario. Project implementation will likely increase the probability of persistence of these species."
7,"Wetland
Mammals
Carnivore, omnivore","HIGHEST","100","100",NA,NA
7,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS","90","100",NA,NA
7,"Wetland
Mammals
Herbivore","LOWEST","80","90","7","Diverse functional group that likely persists with disturbance; however, reduction in OHV traffic in the study area will likely result in a high probability of persistence."
7,"Wetland
Mammals
Herbivore","HIGHEST","100","100",NA,NA
7,"Wetland
Mammals
Herbivore","BEST GUESS","90","100",NA,NA
7,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,"3",NA
7,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
7,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
7,"Wetland
Vascular plants
Woody","LOWEST","70","90","3","OHV use likely increases disturbance to these species reducing their abundance in the creek but not eliminating it . Site reclamation and reduced disturbance from OHVs will minimize disturbance and increase occupancy of these species."
7,"Wetland
Vascular plants
Woody","HIGHEST","100","100",NA,NA
7,"Wetland
Vascular plants
Woody","BEST GUESS","95","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","60","70","5","Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","80","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","70","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","70","80","5","Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","90","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","85","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","40","60","5","Not many reptiles, amphibians and salamanders occur in coniferous forests but they may disperse through this forest type. However, project implementation will likley have a positive effect on this species including in coniferous forest.."
7,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","90","100",NA,NA
7,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","60","70",NA,NA
7,"Coniferous Forest
Birds
Carnivore","LOWEST","80","90","7","Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Coniferous Forest
Birds
Carnivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Birds
Carnivore","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Birds
Omnivore","LOWEST","80","90","7","Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Coniferous Forest
Birds
Omnivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Birds
Omnivore","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","80","90","7","Bird occupancy can be reduced with noise disturbance therefore implementation of the project would increase the probability of persistence of this functional group in the study area."
7,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST","80","90","7","Reduced disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","80","90","7","Reduced disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Mammals
Herbivore","LOWEST","100","100","7","These species are generally resilient to disturbance and will likely persist in the study area with the counterfactual scenario with little increase in persistence with project implementation."
7,"Coniferous Forest
Mammals
Herbivore","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Mammals
Herbivore","BEST GUESS","100","100",NA,NA
7,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST","90","100","5","Disturbance to these species is likely limited to trails in the study area therefore likely have a high likelihood of persistence in the couterfactual but will likely benefit from project implementation."
7,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","90","100",NA,NA
7,"Coniferous Forest
Vascular plants
Woody","LOWEST","80","90","5","Reduced disturbance with the implementation of the project will likely increase the probablity of persistence of the"
7,"Coniferous Forest
Vascular plants
Woody","HIGHEST","100","100",NA,NA
7,"Coniferous Forest
Vascular plants
Woody","BEST GUESS","95","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","80","80","5","Low occurrence of mixed forest in the study area. Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","80","90","5","Low occurrence of mixed forest in the study area. Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","60","90","5","Low occurrence of mixed forest in the study area. Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","90","100",NA,NA
7,"Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","80","100",NA,NA
7,"Mixed Forest
Birds
Carnivore","LOWEST","80","90","7","Low occurrence of mixed forest in the study area. Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Mixed Forest
Birds
Carnivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Birds
Carnivore","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Birds
Omnivore","LOWEST","80","95","7","Low occurrence of mixed forest in the study area. Reduced disturbance with project implmementation will likely have some positive effect on the persistence of this functional group in the study area."
7,"Mixed Forest
Birds
Omnivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Birds
Omnivore","BEST GUESS","99","100",NA,NA
7,"Mixed Forest
Birds
Insectivore/invertivore","LOWEST","70","85","7","Bird occupancy can be reduced with noise disturbance therefore implementation of the project would increase the probability of persistence of this functional group in the study area."
7,"Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Birds
Herbivore/granivore","LOWEST","80","90","7","Reduced disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","80","90","7","These species will benefit from educed disturbance with the implementation of the project will likely increase the probablity of persistence of this functional group"
7,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Mammals
Herbivore","LOWEST","100","100","7","These species are generally resilient to disturbance and will likely persist in the study area with the counterfactual scenario with little increase in persistence with project implementation."
7,"Mixed Forest
Mammals
Herbivore","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Mammals
Herbivore","BEST GUESS","100","100",NA,NA
7,"Mixed Forest
Vascular plants
Herbaceous","LOWEST","90","100","3","Disturbance to these species is likely limited to trails in the study area therefore likely have a high likelihood of persistence in the couterfactual but will likely benefit from project implementation."
7,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","90","100",NA,NA
7,"Mixed Forest
Vascular plants
Woody","LOWEST","90","90","5","Disturbance to these species is likely limited to trails in the study area therefore likely have a high likelihood of persistence in the couterfactual."
7,"Mixed Forest
Vascular plants
Woody","HIGHEST","100","100",NA,NA
7,"Mixed Forest
Vascular plants
Woody","BEST GUESS","100","100",NA,NA
8,"Freshwater
Fish
Large predators","LOWEST","15","50","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning and rearing habitat for most fish regardless of trophic level."
8,"Freshwater
Fish
Large predators","HIGHEST","50","85",NA,NA
8,"Freshwater
Fish
Large predators","BEST GUESS","25","75",NA,NA
8,"Freshwater
Fish
Small-medium predators","LOWEST","15","50","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning and rearing habitat for most fish regardless of trophic level."
8,"Freshwater
Fish
Small-medium predators","HIGHEST","50","85",NA,NA
8,"Freshwater
Fish
Small-medium predators","BEST GUESS","25","75",NA,NA
8,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","15","25","3","I expect noise from offroad vehicles would be a disturbance for snakes, and a risk of mortality from snakes being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","50","75",NA,NA
8,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","25","50",NA,NA
8,"Freshwater
Reptiles and amphibians
Frogs","LOWEST","15","25","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning habitat for amphibians, and a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST","50","75",NA,NA
8,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","25","50",NA,NA
8,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST","15","25","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning habitat for amphibians, and a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","50","75",NA,NA
8,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","25","50",NA,NA
8,"Freshwater
Birds
Carnivore","LOWEST","15","50","5","Mergansers and other aquatic carnivores might benefit from larger fish populations if water conditions are improved, along with elimination of offroad vehicle noise."
8,"Freshwater
Birds
Carnivore","HIGHEST","50","85",NA,NA
8,"Freshwater
Birds
Carnivore","BEST GUESS","25","75",NA,NA
8,"Freshwater
Birds
Omnivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Freshwater
Birds
Omnivore","HIGHEST","50","75",NA,NA
8,"Freshwater
Birds
Omnivore","BEST GUESS","25","50",NA,NA
8,"Freshwater
Birds
Insectivore/invertivore","LOWEST","15","50","5","Dippers might benefit from improved invertebrate populations or fish eggs if water is clearer from less siltation, when offroad vehicle activity is relocated away from the creek."
8,"Freshwater
Birds
Insectivore/invertivore","HIGHEST","50","85",NA,NA
8,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS","25","75",NA,NA
8,"Freshwater
Birds
Herbivore/granivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Freshwater
Birds
Herbivore/granivore","HIGHEST","50","75",NA,NA
8,"Freshwater
Birds
Herbivore/granivore","BEST GUESS","25","50",NA,NA
8,"Freshwater
Mammals
Carnivore, omnivore","LOWEST","15","50","3","I expect that carnivores and omnivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST","50","85",NA,NA
8,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","25","75",NA,NA
8,"Freshwater
Mammals
Herbivore","LOWEST","15","50","3","I expect that herbivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Freshwater
Mammals
Herbivore","HIGHEST","50","85",NA,NA
8,"Freshwater
Mammals
Herbivore","BEST GUESS","25","75",NA,NA
8,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
8,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
8,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
8,"Freshwater
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
8,"Freshwater
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
8,"Freshwater
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
8,"Wetland
Fish
Large predators","LOWEST","15","50","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning and rearing habitat for most fish regardless of trophic level."
8,"Wetland
Fish
Large predators","HIGHEST","50","85",NA,NA
8,"Wetland
Fish
Large predators","BEST GUESS","25","75",NA,NA
8,"Wetland
Fish
Small-medium predators","LOWEST","15","50","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning and rearing habitat for most fish regardless of trophic level."
8,"Wetland
Fish
Small-medium predators","HIGHEST","50","85",NA,NA
8,"Wetland
Fish
Small-medium predators","BEST GUESS","25","75",NA,NA
8,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","15","25","3","I expect noise from offroad vehicles would be a disturbance for snakes, and a risk of mortality from snakes being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","50","75",NA,NA
8,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","25","50",NA,NA
8,"Wetland
Reptiles and amphibians
Frogs","LOWEST","15","25","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning habitat for amphibians, and a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Wetland
Reptiles and amphibians
Frogs","HIGHEST","50","75",NA,NA
8,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS","25","50",NA,NA
8,"Wetland
Reptiles and amphibians
Salamanders","LOWEST","15","25","3","I expect siltation from runoff associated with offroad vehicle trails to degrade spawning habitat for amphibians, and a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST","50","75",NA,NA
8,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","25","50",NA,NA
8,"Wetland
Birds
Carnivore","LOWEST","15","50","5","Herons and other aquatic carnivores might benefit from larger fish populations if water conditions are improved, along with elimination of offroad vehicle noise."
8,"Wetland
Birds
Carnivore","HIGHEST","50","85",NA,NA
8,"Wetland
Birds
Carnivore","BEST GUESS","25","75",NA,NA
8,"Wetland
Birds
Omnivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Wetland
Birds
Omnivore","HIGHEST","50","75",NA,NA
8,"Wetland
Birds
Omnivore","BEST GUESS","25","50",NA,NA
8,"Wetland
Birds
Insectivore/invertivore","LOWEST","15","50","5","Invertivores and insectivores might benefit from improved invertebrate populations or fish eggs if water is clearer from less siltation, when offroad vehicle activity is relocated away from the creek."
8,"Wetland
Birds
Insectivore/invertivore","HIGHEST","50","85",NA,NA
8,"Wetland
Birds
Insectivore/invertivore","BEST GUESS","25","75",NA,NA
8,"Wetland
Birds
Herbivore/granivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Wetland
Birds
Herbivore/granivore","HIGHEST","50","75",NA,NA
8,"Wetland
Birds
Herbivore/granivore","BEST GUESS","25","50",NA,NA
8,"Wetland
Mammals
Carnivore, omnivore","LOWEST","15","50","3","I expect that carnivores and omnivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Wetland
Mammals
Carnivore, omnivore","HIGHEST","50","85",NA,NA
8,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS","25","75",NA,NA
8,"Wetland
Mammals
Herbivore","LOWEST","15","50","3","I expect that herbivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Wetland
Mammals
Herbivore","HIGHEST","50","85",NA,NA
8,"Wetland
Mammals
Herbivore","BEST GUESS","25","75",NA,NA
8,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
8,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
8,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
8,"Wetland
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
8,"Wetland
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
8,"Wetland
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
8,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","15","25","3","I expect noise from offroad vehicles would be a disturbance for snakes, and a risk of mortality from snakes being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","15","25","3","I expect a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","15","25","3",NA
8,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","50","75",NA,"I expect  a risk of mortality from amphibians being run over by vehicles, but I don't know if significant numbers would be run over by vehicles."
8,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Birds
Carnivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Coniferous Forest
Birds
Carnivore","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Birds
Carnivore","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Birds
Omnivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Coniferous Forest
Birds
Omnivore","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Birds
Omnivore","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST","15","25","5","I'm not sure if relocating offroad vehicle trails will improve food resources but reduction in noise will probably be beneficial."
8,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","50","75",NA,NA
8,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","25","50",NA,NA
8,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","15","50","3","I expect that carnivores and omnivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","50","85",NA,NA
8,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","25","75",NA,NA
8,"Coniferous Forest
Mammals
Herbivore","LOWEST","15","50","3","I expect that herbivores will be disturbed less after offroad vehicle activity has been relocated."
8,"Coniferous Forest
Mammals
Herbivore","HIGHEST","50","85",NA,NA
8,"Coniferous Forest
Mammals
Herbivore","BEST GUESS","25","75",NA,NA
8,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
8,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
8,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
8,"Coniferous Forest
Vascular plants
Woody","LOWEST",NA,NA,"X",NA
8,"Coniferous Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
8,"Coniferous Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
