"Expert","Biodiversity","Estimate","Scenario","Value"
"5","Coniferous Forest
Vascular plants
Woody","LOWEST","Action",NA
"5","Coniferous Forest
Vascular plants
Woody","HIGHEST","Action",NA
"5","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Action",NA
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","90"
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","100"
"5","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","95"
"5","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Action","90"
"5","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"5","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","95"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","90"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"5","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","95"
"5","Mixed Forest
Birds
Carnivore","LOWEST","Action",NA
"5","Mixed Forest
Birds
Carnivore","HIGHEST","Action",NA
"5","Mixed Forest
Birds
Carnivore","BEST GUESS","Action",NA
"5","Mixed Forest
Birds
Omnivore","LOWEST","Action",NA
"5","Mixed Forest
Birds
Omnivore","HIGHEST","Action",NA
"5","Mixed Forest
Birds
Omnivore","BEST GUESS","Action",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Action",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"5","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"5","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Action",NA
"5","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Action",NA
"5","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"5","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"5","Mixed Forest
Mammals
Herbivore","LOWEST","Action",NA
"5","Mixed Forest
Mammals
Herbivore","HIGHEST","Action",NA
"5","Mixed Forest
Mammals
Herbivore","BEST GUESS","Action",NA
"5","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Action",NA
"5","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Action",NA
"5","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"5","Mixed Forest
Vascular plants
Woody","LOWEST","Action",NA
"5","Mixed Forest
Vascular plants
Woody","HIGHEST","Action",NA
"5","Mixed Forest
Vascular plants
Woody","BEST GUESS","Action",NA
"6","Freshwater
Fish
Large predators","LOWEST","Action","50"
"6","Freshwater
Fish
Large predators","HIGHEST","Action","100"
"6","Freshwater
Fish
Large predators","BEST GUESS","Action","75"
"6","Freshwater
Fish
Small-medium predators","LOWEST","Action","50"
"6","Freshwater
Fish
Small-medium predators","HIGHEST","Action","100"
"6","Freshwater
Fish
Small-medium predators","BEST GUESS","Action","75"
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"6","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"6","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"6","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"6","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"6","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action","75"
"6","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action","95"
"6","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action","85"
"6","Freshwater
Birds
Carnivore","LOWEST","Action","75"
"6","Freshwater
Birds
Carnivore","HIGHEST","Action","100"
"6","Freshwater
Birds
Carnivore","BEST GUESS","Action","85"
"6","Freshwater
Birds
Omnivore","LOWEST","Action","75"
"6","Freshwater
Birds
Omnivore","HIGHEST","Action","100"
"6","Freshwater
Birds
Omnivore","BEST GUESS","Action","95"
"6","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action",NA
"6","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"6","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"6","Freshwater
Birds
Herbivore/granivore","LOWEST","Action","75"
"6","Freshwater
Birds
Herbivore/granivore","HIGHEST","Action","95"
"6","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Action","85"
"6","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"6","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"6","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"6","Freshwater
Mammals
Herbivore","LOWEST","Action","85"
"6","Freshwater
Mammals
Herbivore","HIGHEST","Action","100"
"6","Freshwater
Mammals
Herbivore","BEST GUESS","Action","95"
"6","Freshwater
Vascular plants
Herbaceous","LOWEST","Action",NA
"6","Freshwater
Vascular plants
Herbaceous","HIGHEST","Action",NA
"6","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"6","Freshwater
Vascular plants
Woody","LOWEST","Action","75"
"6","Freshwater
Vascular plants
Woody","HIGHEST","Action","100"
"6","Freshwater
Vascular plants
Woody","BEST GUESS","Action","100"
"6","Wetland
Fish
Large predators","LOWEST","Action",NA
"6","Wetland
Fish
Large predators","HIGHEST","Action",NA
"6","Wetland
Fish
Large predators","BEST GUESS","Action",NA
"6","Wetland
Fish
Small-medium predators","LOWEST","Action",NA
"6","Wetland
Fish
Small-medium predators","HIGHEST","Action",NA
"6","Wetland
Fish
Small-medium predators","BEST GUESS","Action",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"6","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"6","Wetland
Reptiles and amphibians
Frogs","LOWEST","Action","85"
"6","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"6","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"6","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Action","70"
"6","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"6","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Action","85"
"6","Wetland
Birds
Carnivore","LOWEST","Action","75"
"6","Wetland
Birds
Carnivore","HIGHEST","Action","100"
"6","Wetland
Birds
Carnivore","BEST GUESS","Action","85"
"6","Wetland
Birds
Omnivore","LOWEST","Action",NA
"6","Wetland
Birds
Omnivore","HIGHEST","Action",NA
"6","Wetland
Birds
Omnivore","BEST GUESS","Action",NA
"6","Wetland
Birds
Insectivore/invertivore","LOWEST","Action","70"
"6","Wetland
Birds
Insectivore/invertivore","HIGHEST","Action","100"
"6","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Action","85"
"6","Wetland
Birds
Herbivore/granivore","LOWEST","Action","75"
"6","Wetland
Birds
Herbivore/granivore","HIGHEST","Action","100"
"6","Wetland
Birds
Herbivore/granivore","BEST GUESS","Action","95"
"6","Wetland
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"6","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"6","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"6","Wetland
Mammals
Herbivore","LOWEST","Action","85"
"6","Wetland
Mammals
Herbivore","HIGHEST","Action","100"
"6","Wetland
Mammals
Herbivore","BEST GUESS","Action","100"
"6","Wetland
Vascular plants
Herbaceous","LOWEST","Action",NA
"6","Wetland
Vascular plants
Herbaceous","HIGHEST","Action",NA
"6","Wetland
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"6","Wetland
Vascular plants
Woody","LOWEST","Action",NA
"6","Wetland
Vascular plants
Woody","HIGHEST","Action",NA
"6","Wetland
Vascular plants
Woody","BEST GUESS","Action",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"6","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"6","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Action","85"
"6","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"6","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","75"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","95"
"6","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","85"
"6","Coniferous Forest
Birds
Carnivore","LOWEST","Action",NA
"6","Coniferous Forest
Birds
Carnivore","HIGHEST","Action",NA
"6","Coniferous Forest
Birds
Carnivore","BEST GUESS","Action",NA
"6","Coniferous Forest
Birds
Omnivore","LOWEST","Action",NA
"6","Coniferous Forest
Birds
Omnivore","HIGHEST","Action",NA
"6","Coniferous Forest
Birds
Omnivore","BEST GUESS","Action",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Action",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"6","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Action",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Action",NA
"6","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"6","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"6","Coniferous Forest
Mammals
Herbivore","LOWEST","Action","100"
"6","Coniferous Forest
Mammals
Herbivore","HIGHEST","Action","100"
"6","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Action","100"
"6","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Action","100"
"6","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Action","100"
"6","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Action","100"
"6","Coniferous Forest
Vascular plants
Woody","LOWEST","Action","100"
"6","Coniferous Forest
Vascular plants
Woody","HIGHEST","Action","100"
"6","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Action","100"
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"6","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"6","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Action","85"
"6","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"6","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","75"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","95"
"6","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","85"
"6","Mixed Forest
Birds
Carnivore","LOWEST","Action",NA
"6","Mixed Forest
Birds
Carnivore","HIGHEST","Action",NA
"6","Mixed Forest
Birds
Carnivore","BEST GUESS","Action",NA
"6","Mixed Forest
Birds
Omnivore","LOWEST","Action",NA
"6","Mixed Forest
Birds
Omnivore","HIGHEST","Action",NA
"6","Mixed Forest
Birds
Omnivore","BEST GUESS","Action",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Action",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"6","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"6","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Action",NA
"6","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Action",NA
"6","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"6","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"6","Mixed Forest
Mammals
Herbivore","LOWEST","Action","100"
"6","Mixed Forest
Mammals
Herbivore","HIGHEST","Action","100"
"6","Mixed Forest
Mammals
Herbivore","BEST GUESS","Action","100"
"6","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Action","100"
"6","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Action","100"
"6","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Action","100"
"6","Mixed Forest
Vascular plants
Woody","LOWEST","Action","100"
"6","Mixed Forest
Vascular plants
Woody","HIGHEST","Action","100"
"6","Mixed Forest
Vascular plants
Woody","BEST GUESS","Action","100"
"7","Freshwater
Fish
Large predators","LOWEST","Action",NA
"7","Freshwater
Fish
Large predators","HIGHEST","Action",NA
"7","Freshwater
Fish
Large predators","BEST GUESS","Action",NA
"7","Freshwater
Fish
Small-medium predators","LOWEST","Action",NA
"7","Freshwater
Fish
Small-medium predators","HIGHEST","Action",NA
"7","Freshwater
Fish
Small-medium predators","BEST GUESS","Action",NA
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","80"
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","100"
"7","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","100"
"7","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action","80"
"7","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"7","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"7","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action","80"
"7","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"7","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action","100"
"7","Freshwater
Birds
Carnivore","LOWEST","Action","80"
"7","Freshwater
Birds
Carnivore","HIGHEST","Action","100"
"7","Freshwater
Birds
Carnivore","BEST GUESS","Action","100"
"7","Freshwater
Birds
Omnivore","LOWEST","Action","60"
"7","Freshwater
Birds
Omnivore","HIGHEST","Action","80"
"7","Freshwater
Birds
Omnivore","BEST GUESS","Action","70"
"7","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action","80"
"7","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Action","100"
"7","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Action","90"
"7","Freshwater
Birds
Herbivore/granivore","LOWEST","Action","10"
"7","Freshwater
Birds
Herbivore/granivore","HIGHEST","Action","30"
"7","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Action","20"
"7","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Action","80"
"7","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Action","100"
"7","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Action","100"
"7","Freshwater
Mammals
Herbivore","LOWEST","Action","80"
"7","Freshwater
Mammals
Herbivore","HIGHEST","Action","100"
"7","Freshwater
Mammals
Herbivore","BEST GUESS","Action","100"
"7","Freshwater
Vascular plants
Herbaceous","LOWEST","Action",NA
"7","Freshwater
Vascular plants
Herbaceous","HIGHEST","Action",NA
"7","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"7","Freshwater
Vascular plants
Woody","LOWEST","Action","90"
"7","Freshwater
Vascular plants
Woody","HIGHEST","Action","100"
"7","Freshwater
Vascular plants
Woody","BEST GUESS","Action","100"
"7","Wetland
Fish
Large predators","LOWEST","Action",NA
"7","Wetland
Fish
Large predators","HIGHEST","Action",NA
"7","Wetland
Fish
Large predators","BEST GUESS","Action",NA
"7","Wetland
Fish
Small-medium predators","LOWEST","Action",NA
"7","Wetland
Fish
Small-medium predators","HIGHEST","Action",NA
"7","Wetland
Fish
Small-medium predators","BEST GUESS","Action",NA
"7","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","80"
"7","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","100"
"7","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","100"
"7","Wetland
Reptiles and amphibians
Frogs","LOWEST","Action","80"
"7","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"7","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"7","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Action","80"
"7","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"7","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Action","100"
"7","Wetland
Birds
Carnivore","LOWEST","Action","70"
"7","Wetland
Birds
Carnivore","HIGHEST","Action","100"
"7","Wetland
Birds
Carnivore","BEST GUESS","Action","90"
"7","Wetland
Birds
Omnivore","LOWEST","Action","90"
"7","Wetland
Birds
Omnivore","HIGHEST","Action","100"
"7","Wetland
Birds
Omnivore","BEST GUESS","Action","100"
"7","Wetland
Birds
Insectivore/invertivore","LOWEST","Action","90"
"7","Wetland
Birds
Insectivore/invertivore","HIGHEST","Action","100"
"7","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Action","100"
"7","Wetland
Birds
Herbivore/granivore","LOWEST","Action","60"
"7","Wetland
Birds
Herbivore/granivore","HIGHEST","Action","80"
"7","Wetland
Birds
Herbivore/granivore","BEST GUESS","Action","70"
"7","Wetland
Mammals
Carnivore, omnivore","LOWEST","Action","80"
"7","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Action","100"
"7","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Action","100"
"7","Wetland
Mammals
Herbivore","LOWEST","Action","90"
"7","Wetland
Mammals
Herbivore","HIGHEST","Action","100"
"7","Wetland
Mammals
Herbivore","BEST GUESS","Action","100"
"7","Wetland
Vascular plants
Herbaceous","LOWEST","Action",NA
"7","Wetland
Vascular plants
Herbaceous","HIGHEST","Action",NA
"7","Wetland
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"7","Wetland
Vascular plants
Woody","LOWEST","Action","90"
"7","Wetland
Vascular plants
Woody","HIGHEST","Action","100"
"7","Wetland
Vascular plants
Woody","BEST GUESS","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","70"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Action","80"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","60"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"7","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","70"
"7","Coniferous Forest
Birds
Carnivore","LOWEST","Action","90"
"7","Coniferous Forest
Birds
Carnivore","HIGHEST","Action","100"
"7","Coniferous Forest
Birds
Carnivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Birds
Omnivore","LOWEST","Action","90"
"7","Coniferous Forest
Birds
Omnivore","HIGHEST","Action","100"
"7","Coniferous Forest
Birds
Omnivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Action","90"
"7","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Action","100"
"7","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Action","90"
"7","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Action","100"
"7","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Action","90"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Action","100"
"7","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Mammals
Herbivore","LOWEST","Action","100"
"7","Coniferous Forest
Mammals
Herbivore","HIGHEST","Action","100"
"7","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Action","100"
"7","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Action","100"
"7","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Action","100"
"7","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Action","100"
"7","Coniferous Forest
Vascular plants
Woody","LOWEST","Action","90"
"7","Coniferous Forest
Vascular plants
Woody","HIGHEST","Action","100"
"7","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","80"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Action","90"
"7","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","90"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","100"
"7","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","100"
"7","Mixed Forest
Birds
Carnivore","LOWEST","Action","90"
"7","Mixed Forest
Birds
Carnivore","HIGHEST","Action","100"
"7","Mixed Forest
Birds
Carnivore","BEST GUESS","Action","100"
"7","Mixed Forest
Birds
Omnivore","LOWEST","Action","95"
"7","Mixed Forest
Birds
Omnivore","HIGHEST","Action","100"
"7","Mixed Forest
Birds
Omnivore","BEST GUESS","Action","100"
"7","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Action","85"
"7","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Action","100"
"7","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Action","100"
"7","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Action","90"
"7","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Action","100"
"7","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Action","100"
"7","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Action","90"
"7","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Action","100"
"7","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action","100"
"7","Mixed Forest
Mammals
Herbivore","LOWEST","Action","100"
"7","Mixed Forest
Mammals
Herbivore","HIGHEST","Action","100"
"7","Mixed Forest
Mammals
Herbivore","BEST GUESS","Action","100"
"7","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Action","100"
"7","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Action","100"
"7","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Action","100"
"7","Mixed Forest
Vascular plants
Woody","LOWEST","Action","90"
"7","Mixed Forest
Vascular plants
Woody","HIGHEST","Action","100"
"7","Mixed Forest
Vascular plants
Woody","BEST GUESS","Action","100"
"8","Freshwater
Fish
Large predators","LOWEST","Action","50"
"8","Freshwater
Fish
Large predators","HIGHEST","Action","85"
"8","Freshwater
Fish
Large predators","BEST GUESS","Action","75"
"8","Freshwater
Fish
Small-medium predators","LOWEST","Action","50"
"8","Freshwater
Fish
Small-medium predators","HIGHEST","Action","85"
"8","Freshwater
Fish
Small-medium predators","BEST GUESS","Action","75"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","25"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","75"
"8","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","50"
"8","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action","25"
"8","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action","75"
"8","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action","50"
"8","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action","25"
"8","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action","75"
"8","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action","50"
"8","Freshwater
Birds
Carnivore","LOWEST","Action","50"
"8","Freshwater
Birds
Carnivore","HIGHEST","Action","85"
"8","Freshwater
Birds
Carnivore","BEST GUESS","Action","75"
"8","Freshwater
Birds
Omnivore","LOWEST","Action","25"
"8","Freshwater
Birds
Omnivore","HIGHEST","Action","75"
"8","Freshwater
Birds
Omnivore","BEST GUESS","Action","50"
"8","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action","50"
"8","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Action","85"
"8","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Action","75"
"8","Freshwater
Birds
Herbivore/granivore","LOWEST","Action","25"
"8","Freshwater
Birds
Herbivore/granivore","HIGHEST","Action","75"
"8","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Action","50"
"8","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Action","50"
"8","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Action","85"
"8","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Action","75"
"8","Freshwater
Mammals
Herbivore","LOWEST","Action","50"
"8","Freshwater
Mammals
Herbivore","HIGHEST","Action","85"
"8","Freshwater
Mammals
Herbivore","BEST GUESS","Action","75"
"8","Freshwater
Vascular plants
Herbaceous","LOWEST","Action",NA
"8","Freshwater
Vascular plants
Herbaceous","HIGHEST","Action",NA
"8","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Action",NA
"8","Freshwater
Vascular plants
Woody","LOWEST","Action",NA
"8","Freshwater
Vascular plants
Woody","HIGHEST","Action",NA
"8","Freshwater
Vascular plants
Woody","BEST GUESS","Action",NA
"8","Wetland
Fish
Large predators","LOWEST","Action","50"
"8","Wetland
Fish
Large predators","HIGHEST","Action","85"
"8","Wetland
Fish
Large predators","BEST GUESS","Action","75"
"8","Wetland
Fish
Small-medium predators","LOWEST","Action","50"
"8","Wetland
Fish
Small-medium predators","HIGHEST","Action","85"
"8","Wetland
Fish
Small-medium predators","BEST GUESS","Action","75"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","25"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","75"
"8","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","50"
"8","Wetland
Reptiles and amphibians
Frogs","LOWEST","Action","25"
"8","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Action","75"
"8","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Action","50"
"8","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Action","25"
"8","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Action","75"
"8","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Action","50"
"8","Wetland
Birds
Carnivore","LOWEST","Action","50"
"8","Wetland
Birds
Carnivore","HIGHEST","Action","85"
"8","Wetland
Birds
Carnivore","BEST GUESS","Action","75"
"8","Wetland
Birds
Omnivore","LOWEST","Action","25"
"8","Wetland
Birds
Omnivore","HIGHEST","Action","75"
